%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;positivescore;negativescore;targetpositions;collision_point
07:40:16:817;;;;;;;;;;;;;;07:40:16:778;1447958414.62;(0.2974617719650269, 0.2567286173502604);26.9353504181;1.0;2;0;0;0;0;();(0.0, 0.0);
07:40:21:158;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:160;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:161;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:164;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:166;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:168;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:170;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:171;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:173;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:175;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:177;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:178;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:180;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:182;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:183;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:185;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:186;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:190;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:191;;;;;;;;;;;;;;07:40:21:126;1447958418.95;(0.29732646942138674, 0.256439208984375);26.4108390808;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:223;;;;;;;;;;;;;;07:40:21:194;1447958419.02;(0.2972627401351929, 0.25623779296875004);26.7438373566;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:240;;;;;;;;;;;;;;07:40:21:194;1447958419.02;(0.2972627401351929, 0.25623779296875004);26.7438373566;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:256;;;;;;;;;;;;;;07:40:21:194;1447958419.02;(0.2972627401351929, 0.25623779296875004);26.7438373566;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:273;;;;;;;;;;;;;;07:40:21:262;1447958419.08;(0.2972529888153076, 0.25660798814561636);26.6001758575;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:306;;;;;;;;;;;;;;07:40:21:262;1447958419.08;(0.2972529888153076, 0.25660798814561636);26.6001758575;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:323;;;;;;;;;;;;;;07:40:21:262;1447958419.08;(0.2972529888153076, 0.25660798814561636);26.6001758575;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:345;;;;;;;;;;;;;;07:40:21:330;1447958419.15;(0.29725472927093505, 0.256467776828342);26.6041851044;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:366;;;;;;;;;;;;;;07:40:21:330;1447958419.15;(0.29725472927093505, 0.256467776828342);26.6041851044;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:407;;;;;;;;;;;;;;07:40:21:394;1447958419.22;(0.29741806983947755, 0.256776852077908);26.799659729;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:409;;;;;;;;;;;;;;07:40:21:394;1447958419.22;(0.29741806983947755, 0.256776852077908);26.799659729;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:426;;;;;;;;;;;;;;07:40:21:394;1447958419.22;(0.29741806983947755, 0.256776852077908);26.799659729;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:448;;;;;;;;;;;;;;07:40:21:430;1447958419.28;(0.2973816156387329, 0.25679160224066844);26.7939968109;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:464;;;;;;;;;;;;;;07:40:21:430;1447958419.28;(0.2973816156387329, 0.25679160224066844);26.7939968109;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:481;;;;;;;;;;;;;;07:40:21:430;1447958419.28;(0.2973816156387329, 0.25679160224066844);26.7939968109;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:498;;;;;;;;;;;;;;07:40:21:430;1447958419.28;(0.2973816156387329, 0.25679160224066844);26.7939968109;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:514;;;;;;;;;;;;;;07:40:21:430;1447958419.28;(0.2973816156387329, 0.25679160224066844);26.7939968109;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:531;;;;;;;;;;;;;;07:40:21:530;1447958419.35;(0.2970117568969727, 0.25689832899305554);26.9423694611;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:564;;;;;;;;;;;;;;07:40:21:530;1447958419.35;(0.2970117568969727, 0.25689832899305554);26.9423694611;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:580;;;;;;;;;;;;;;07:40:21:530;1447958419.35;(0.2970117568969727, 0.25689832899305554);26.9423694611;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:609;;;;;;;;;;;;;;07:40:21:599;1447958419.42;(0.2973388433456421, 0.25633400811089413);27.0013847351;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:628;;;;;;;;;;;;;;07:40:21:599;1447958419.42;(0.2973388433456421, 0.25633400811089413);27.0013847351;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:647;;;;;;;;;;;;;;07:40:21:630;1447958419.48;(0.29727537631988527, 0.256325446234809);26.8811092377;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:664;;;;;;;;;;;;;;07:40:21:630;1447958419.48;(0.29727537631988527, 0.256325446234809);26.8811092377;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:680;;;;;;;;;;;;;;07:40:21:630;1447958419.48;(0.29727537631988527, 0.256325446234809);26.8811092377;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:697;;;;;;;;;;;;;;07:40:21:630;1447958419.48;(0.29727537631988527, 0.256325446234809);26.8811092377;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:713;;;;;;;;;;;;;;07:40:21:699;1447958419.55;(0.2973002910614014, 0.25618091159396705);26.8272800446;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:730;;;;;;;;;;;;;;07:40:21:699;1447958419.55;(0.2973002910614014, 0.25618091159396705);26.8272800446;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:763;;;;;;;;;;;;;;07:40:21:699;1447958419.55;(0.2973002910614014, 0.25618091159396705);26.8272800446;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:780;;;;;;;;;;;;;;07:40:21:699;1447958419.55;(0.2973002910614014, 0.25618091159396705);26.8272800446;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:796;;;;;;;;;;;;;;07:40:21:699;1447958419.55;(0.2973002910614014, 0.25618091159396705);26.8272800446;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:821;;;;;;;;;;;;;;07:40:21:798;1447958419.62;(0.2969568967819214, 0.2565847608778212);27.0957183838;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:838;;;;;;;;;;;;;;07:40:21:830;1447958419.68;(0.2969294548034668, 0.2567351447211371);26.4011955261;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:21:855;;;;;;;;;;;;;;07:40:21:830;1447958419.68;(0.2969294548034668, 0.2567351447211371);26.4011955261;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:377;07:40:22:375;0;9;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:380;07:40:22:380;0;9;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:383;07:40:22:383;0;9;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:385;07:40:22:385;0;9;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:390;07:40:22:390;0;5;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:392;07:40:22:392;0;5;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:394;07:40:22:394;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:396;07:40:22:396;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:397;07:40:22:397;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:399;07:40:22:399;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:401;07:40:22:400;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:403;07:40:22:403;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:405;07:40:22:405;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:407;07:40:22:406;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:408;07:40:22:408;0;10;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:410;07:40:22:410;0;10;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:413;07:40:22:413;0;10;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:415;07:40:22:415;0;10;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:430;07:40:22:430;0;4;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:366;1447958420.22;(0.2973864316940308, 0.2567200554741753);26.9620056152;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:447;07:40:22:447;0;13;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:437;1447958420.28;(0.29755995273590086, 0.2567535400390625);26.941411972;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:463;07:40:22:463;0;0;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:437;1447958420.28;(0.29755995273590086, 0.2567535400390625);26.941411972;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:480;07:40:22:480;0;10;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:437;1447958420.28;(0.29755995273590086, 0.2567535400390625);26.941411972;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:496;07:40:22:496;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:437;1447958420.28;(0.29755995273590086, 0.2567535400390625);26.941411972;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:530;07:40:22:529;0;2;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:502;1447958420.35;(0.29739067554473875, 0.25690019395616315);26.911485672;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:546;07:40:22:546;0;5;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:502;1447958420.35;(0.29739067554473875, 0.25690019395616315);26.911485672;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:563;07:40:22:563;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:502;1447958420.35;(0.29739067554473875, 0.25690019395616315);26.911485672;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:579;07:40:22:579;0;4;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:567;1447958420.42;(0.29739012718200686, 0.25699827406141496);27.0150775909;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:612;07:40:22:612;0;5;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:567;1447958420.42;(0.29739012718200686, 0.25699827406141496);27.0150775909;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:629;07:40:22:629;0;0;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:567;1447958420.42;(0.29739012718200686, 0.25699827406141496);27.0150775909;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:645;07:40:22:645;0;4;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:634;1447958420.48;(0.29726035594940187, 0.2565396626790365);26.4404830933;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:662;07:40:22:662;0;9;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:634;1447958420.48;(0.29726035594940187, 0.2565396626790365);26.4404830933;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:679;07:40:22:678;0;5;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:634;1447958420.48;(0.29726035594940187, 0.2565396626790365);26.4404830933;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:712;07:40:22:712;0;5;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:702;1447958420.55;(0.29713752269744875, 0.2563910590277778);26.5551986694;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:728;07:40:22:728;0;10;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:702;1447958420.55;(0.29713752269744875, 0.2563910590277778);26.5551986694;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:745;07:40:22:745;0;4;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:702;1447958420.55;(0.29713752269744875, 0.2563910590277778);26.5551986694;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:761;07:40:22:761;0;9;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:702;1447958420.55;(0.29713752269744875, 0.2563910590277778);26.5551986694;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:778;07:40:22:778;0;5;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:702;1447958420.55;(0.29713752269744875, 0.2563910590277778);26.5551986694;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:811;07:40:22:811;0;14;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:802;1447958420.62;(0.2968915939331055, 0.2567008124457465);26.7509479523;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:828;07:40:22:827;0;9;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:802;1447958420.62;(0.2968915939331055, 0.2567008124457465);26.7509479523;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:844;07:40:22:844;0;4;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:834;1447958420.68;(0.2969811201095581, 0.25650990804036455);26.7388954163;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:861;07:40:22:861;0;10;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:834;1447958420.68;(0.2969811201095581, 0.25650990804036455);26.7388954163;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:877;07:40:22:877;0;4;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:834;1447958420.68;(0.2969811201095581, 0.25650990804036455);26.7388954163;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:911;07:40:22:911;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:902;1447958420.75;(0.29719688892364504, 0.25665800306532116);26.8533115387;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:928;07:40:22:928;0;9;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:902;1447958420.75;(0.29719688892364504, 0.25665800306532116);26.8533115387;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:944;07:40:22:944;0;0;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:902;1447958420.75;(0.29719688892364504, 0.25665800306532116);26.8533115387;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:960;07:40:22:960;0;5;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:902;1447958420.75;(0.29719688892364504, 0.25665800306532116);26.8533115387;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:22:977;07:40:22:977;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:970;1447958420.82;(0.2972660779953003, 0.2567666795518663);27.1012954712;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:23:010;07:40:23:010;0;0;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:970;1447958420.82;(0.2972660779953003, 0.2567666795518663);27.1012954712;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:23:027;07:40:23:027;0;5;-1.5;1;0;0;0;0;1;1;1;1;07:40:22:970;1447958420.82;(0.2972660779953003, 0.2567666795518663);27.1012954712;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:23:061;07:40:23:061;0;4;-1.5;1;0;0;0;0;1;1;1;1;07:40:23:035;1447958420.88;(0.2974482536315918, 0.25639919704861114);26.5227432251;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:23:063;07:40:23:063;0;4;-1.5;1;0;0;0;0;1;1;1;1;07:40:23:035;1447958420.88;(0.2974482536315918, 0.25639919704861114);26.5227432251;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
07:40:23:079;07:40:23:079;0;15;-1.5;1;0;0;0;0;1;1;1;1;07:40:23:035;1447958420.88;(0.2974482536315918, 0.25639919704861114);26.5227432251;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
